Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Донецкой ж.д. (код дороги 48),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 48-001 ""ЧАПЛИНО (Приднепровской ж.д.) - ПОКРОВСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чаплино,до ст. Покровск,,,,,,,,,,,
  8.,491662 .,ОП Веролюбовка,  26  км ,  20  км ,,,,,,,,,,,
  9.,491713 .,ОП Ост. Пункт 18 км,  28  км ,  18  км ,,,,,,,,,,,
 10.,491728 .,ОП Ост. Пункт 15 км,  31  км ,  15  км ,,,,,,,,,,,
 11.,491732 .,ОП Ашурково,  35  км ,  11  км ,,,,,,,,,,,
 12.,491747 .,ОП Загородный,  37  км ,   9  км ,,,,,,,,,,,
 13.,491751 .,ОП Сельскохозяйственный,  40  км ,   6  км ,,,,,,,,,,,
 14.,491766 .,ОП Новопочтовая,  41  км ,   5  км ,,,,,,,,,,,
 15.,491802 .,Краматорск,  46  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 80) участок 48-084 ""ВЕНГЕРОВКА - СВАТОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Венгеровка,до ст. Сватово,,,,,,,,,,,
  1.,497813 .,Венгеровка,   0  км ,  95  км ,,,,,,,,,,,
  2.,497828 .,ОП Ученический,   4  км ,  91  км ,,,,,,,,,,,
  3.,497832 .,ОП Ост. Пункт 969 км,   7  км ,  88  км ,,,,,,,,,,,
  4.,498002 .,Лоскутовка,   9  км ,  86  км ,,,,,,,,,,,
  5.,498017 .,ОП Фиалка,  13  км ,  82  км ,,,,,,,,,,,
  6.,498021 .,Пост 962 км,  14  км ,  81  км ,,,,,,,,,,,
  7.,498106 .,Волчеярская,  19  км ,  76  км ,,,,,,,,,,,
  8.,498040 .,ОП Ост. Пункт 955 км,  21  км ,  74  км ,,,,,,,,,,,
  9.,498201 .,Переездная,  25  км ,  70  км ,,,,,,,,,,,
 10.,498500 .,Лисичанск,  28  км ,  67  км ,,,,,,,,,,,
 11.,498604 .,Насветевич,  33  км ,  62  км ,,,,,,,,,,,
 12.,498619 .,ОП Ост. Пункт 941 км,  35  км ,  60  км ,,,,,,,,,,,
 13.,498623 .,ОП Забиркино,  37  км ,  58  км ,,,,,,,,,,,
 14.,498708 .,Рубежное,  41  км ,  54  км ,,,,,,,,,,,
 15.,498712 .,ОП Рубежное Город,  43  км ,  52  км ,,,,,,,,,,,
 16.,498727 .,ОП Володино,  48  км ,  47  км ,,,,,,,,,,,
 17.,498801 .,Кременное,  53  км ,  42  км ,,,,,,,,,,,
 18.,498816 .,ОП Юный,  55  км ,  40  км ,,,,,,,,,,,
 19.,498820 .,ОП Житловка,  59  км ,  36  км ,,,,,,,,,,,
 20.,498835 .,Бунчужный (пп),  63  км ,  32  км ,,,,,,,,,,,
 21.,498840 .,ОП Краснорецкая,  65  км ,  30  км ,,,,,,,,,,,
 22.,498854 .,ОП Новососновский,  69  км ,  26  км ,,,,,,,,,,,
 23.,498905 .,Кабанье,  74  км ,  21  км ,,,,,,,,,,,
 24.,498916 .,ОП Перелески,  76  км ,  19  км ,,,,,,,,,,,
 25.,498924 .,ОП Щебрец,  80  км ,  15  км ,,,,,,,,,,,
 26.,498939 .,ОП Хрипково,  84  км ,  11  км ,,,,,,,,,,,
 27.,498943 .,ОП Меловатка,  87  км ,   8  км ,,,,,,,,,,,
 28.,499005 .,Сватово,  95  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 81) участок 48-085 ""ПЕРЕЕЗДНАЯ - НОВОДРУЖЕВСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Переездная,до ст. Венгеровка,до ст. Купянск-Сортировочный,,,,,,,,,,
  1.,498201 .,Переездная,   0  км ,  25  км , 128  км ,,,,,,,,,,
  2.,498303 .,Новодружевская,  18  км ,  43  км , 146  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 82) участок 48-086 ""СЕВЕРСК - ПЕРЕЕЗДНАЯ (для местного сообщения)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Северск,до ст. Переездная,до ст. Новодружевская,,,,,,,,,,
  1.,495004 .,Северск,   0  км ,  41  км ,  28  км ,,,,,,,,,,
  2.,498407 .,Новозолотаревка,  17  км ,  24  км ,  16  км ,,,,,,,,,,
  3.,498201 .,Переездная,  41  км ,   0  км ,  18  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 83) участок 48-087 ""СЕМЕЙКИНО-НОВОЕ - ИЗВАРИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Семейкино-Новое,до ст. Изварино,,,,,,,,,,,
  1.,508505 .,Семейкино-Новое,   0  км ,  26  км ,,,,,,,,,,,
  2.,505028 .,Пост 154 км,   2  км ,  24  км ,,,,,,,,,,,
  3.,505013 .,ОП Космический,   3  км ,  23  км ,,,,,,,,,,,
  4.,505009 .,Краснодон,   8  км ,  18  км ,,,,,,,,,,,
  5.,504947 .,ОП Ост. Пункт 162 км,  12  км ,  14  км ,,,,,,,,,,,
  6.,504932 .,ОП Ост. Пункт 167 км,  15  км ,  11  км ,,,,,,,,,,,
  7.,504928 .,ОП Урало-Кавказская,  18  км ,   8  км ,,,,,,,,,,,
  8.,504913 .,ОП Ост. Пункт 175 км,  23  км ,   3  км ,,,,,,,,,,,
  9.,504909 .,Изварино,  26  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 84) участок 48-089 ""МЕРЦАЛОВО - ДОБРОПОЛЬЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Мерцалово,до ст. Доброполье,до ст. Покровск,,,,,,,,,,
  1.,493009 .,Мерцалово,   0  км ,  12  км ,  18  км ,,,,,,,,,,
  2.,493066 .,ОП Ост. Пункт 24 км,   7  км ,   5  км ,  25  км ,,,,,,,,,,
  3.,493102 .,Доброполье,  12  км ,   0  км ,  30  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 85) участок 48-107 ""ИМ. КАШПАРОВА Н.А. - ЛУГАНСК-ЛИСКИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Им. Кашпарова Н.А.,до ст. Луганск,до ст. Родаково,,,,,,,,,,
  1.,507004 .,Им. Кашпарова Н.А.,   0  км ,   3  км ,  17  км ,,,,,,,,,,
  2.,509902 .,Луганск-Лиски,   2  км ,   5  км ,  19  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 86) участок 48-108 ""ДОНЕЦК II - ДОНЕЦК-ЛИСКИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Донецк II,до ст. Ясиноватая,до ст. Ларино,,,,,,,,,,
  1.,484103 .,Донецк II,   0  км ,  14  км ,  19  км ,,,,,,,,,,
  2.,489906 .,Донецк-Лиски,   2  км ,  16  км ,  21  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 87) участок 48-109 ""ДОЛЖАНСКАЯ - БИРЮКОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Должанская,до ст. Бирюково,,,,,,,,,,,
  1.,500908 .,Должанская,   0  км ,  10  км ,,,,,,,,,,,
  2.,501008 .,Бирюково,  10  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 88) участок 48-110 ""БЛОК-ПОСТ КОЛЬЦЕВОЙ - ДЕПРЕРАДОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Блок-пост Кольцевой,до ст. Депрерадовка,,,,,,,,,,,
  1.,500147 .,Блок-пост Кольцевой,   0  км ,   2  км ,,,,,,,,,,,
  2.,500306 .,Депрерадовка,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 89) участок 48-112 ""КРАСНЫЙ ЛУЧ - БЛОК-ПОСТ 160 КМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Красный Луч,до ст. Блок-пост 160 км,,,,,,,,,,,
  1.,502602 .,Красный Луч,   0  км ,   8  км ,,,,,,,,,,,
  2.,502744 .,Блок-пост 160 км,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 90) участок 48-114 ""ВСПОМОГАТЕЛЬНЫЙ ПОСТ РОССИЯ - РОССИЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Вспомогательный пост Россия,до ст. Россия,,,,,,,,,,,
  1.,482216 .,Вспомогательный пост Россия,   0  км ,   3  км ,,,,,,,,,,,
  2.,482305 .,Россия,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 91) участок 48-115 ""ГРОДОВКА - ПЛАСТЫ (для местного сообщения)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гродовка,до ст. Пласты,до ст. Покровск,,,,,,,,,,
  1.,482108 .,Гродовка,   0  км ,  15  км ,  12  км ,,,,,,,,,,
  2.,482201 .,Новогродовка,   4  км ,  11  км ,  16  км ,,,,,,,,,,
  3.,482216 .,Вспомогательный пост Россия,   7  км ,   8  км ,  19  км ,,,,,,,,,,
  4.,482220 .,Блок-пост 10 км,   9  км ,   6  км ,  21  км ,,,,,,,,,,
  5.,482409 .,Пласты,  15  км ,   0  км ,  27  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 92) участок 48-116 ""ЦУКУРИХА - КУРАХОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Цукуриха,до ст. Кураховка,до ст. Покровск,,,,,,,,,,
  1.,481105 .,Цукуриха,   0  км ,   8  км ,  33  км ,,,,,,,,,,
  2.,481117 .,ОП Ост. Пункт 6 км,   5  км ,   3  км ,  38  км ,,,,,,,,,,
  3.,481209 .,Кураховка,   8  км ,   0  км ,  41  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 93) участок 48-091 ""СВЕТЛАНОВО - НЫРКОВО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Светланово,до ст. Нырково,,,,,,,,,,,
  1.,497601 .,Светланово,   0  км ,  10  км ,,,,,,,,,,,
  2.,497616 .,ОП Ост. Пункт 32 км,   7  км ,   3  км ,,,,,,,,,,,
  3.,497705 .,Нырково,  10  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 94) участок 48-092 ""ИМ. КОЖУШКО А.М. - ШПИЧКИНО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Им. Кожушко А.М.,до ст. Шпичкино,,,,,,,,,,,
  1.,490509 .,Им. Кожушко А.М.,   0  км ,   9  км ,,,,,,,,,,,
  2.,491937 .,ОП Андреевка,   2  км ,   7  км ,,,,,,,,,,,
  3.,491910 .,ОП Ясногорка,   6  км ,   3  км ,,,,,,,,,,,
  4.,491906 .,Шпичкино,   9  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 95) участок 48-093 ""ТРУДОВАЯ - ГОРЛОВКА"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Трудовая,до ст. Горловка,,,,,,,,,,,
  1.,494001 .,Трудовая,   0  км ,   6  км ,,,,,,,,,,,
  2.,483007 .,Горловка,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 96) участок 48-094 ""НИКИТОВКА - БАЙРАК"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Никитовка,до ст. Байрак,,,,,,,,,,,
  1.,493901 .,Никитовка,   0  км ,   9  км ,,,,,,,,,,,
  2.,493920 .,ОП Микрорайон Солнечный,   4  км ,   5  км ,,,,,,,,,,,
  3.,500607 .,Байрак,   9  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 97) участок 48-095 ""ДЕБАЛЬЦЕВО - ЧЕРНУХИНО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Дебальцево,до ст. Чернухино,,,,,,,,,,,
  1.,500202 .,Дебальцево,   0  км ,   9  км ,,,,,,,,,,,
  2.,500221 .,ОП Платформа № 1,   3  км ,   6  км ,,,,,,,,,,,
  3.,500236 .,ОП Платформа № 2,   5  км ,   4  км ,,,,,,,,,,,
  4.,503107 .,Чернухино,   9  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 98) участок 48-096 ""ДЕБАЛЬЦЕВО - ДЕПРЕРАДОВКА"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Дебальцево,до ст. Депрерадовка,,,,,,,,,,,
  1.,500202 .,Дебальцево,   0  км ,   8  км ,,,,,,,,,,,
  2.,500240 .,ОП Платформа № 3,   3  км ,   5  км ,,,,,,,,,,,
  3.,500039 .,ОП Платформа № 5,   5  км ,   3  км ,,,,,,,,,,,
  4.,500024 .,ОП Платформа № 6,   6  км ,   2  км ,,,,,,,,,,,
  5.,500306 .,Депрерадовка,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 99) участок 48-097 ""ИМ. КРЮЧКОВА О.М. - ДЕБАЛЬЦЕВО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Им. Крючкова О.М.,до ст. Дебальцево,,,,,,,,,,,
  1.,500109 .,Им. Крючкова О.М.,   0  км ,   8  км ,,,,,,,,,,,
  2.,500113 .,ОП Стрелочный,   2  км ,   6  км ,,,,,,,,,,,
  3.,500128 .,ОП Метеорологический,   5  км ,   3  км ,,,,,,,,,,,
  4.,500132 .,ОП Колесный,   6  км ,   2  км ,,,,,,,,,,,
  5.,500202 .,Дебальцево,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"100) участок 48-098 ""ИМ. КРЮЧКОВА О.М. - ЧЕРНУХИНО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Им. Крючкова О.М.,до ст. Чернухино,,,,,,,,,,,
  1.,500109 .,Им. Крючкова О.М.,   0  км ,   9  км ,,,,,,,,,,,
  2.,500147 .,Блок-пост Кольцевой,   3  км ,   6  км ,,,,,,,,,,,
  3.,503107 .,Чернухино,   9  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"101) участок 48-100 ""ПОСТ 152 КМ - ТОРМОЗНОЙ (РЗД)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пост 152 км,до ст. Тормозной (рзд),,,,,,,,,,,
  1.,505032 .,Пост 152 км,   0  км ,   7  км ,,,,,,,,,,,
  2.,505051 .,Пост 1012 км,   1  км ,   6  км ,,,,,,,,,,,
  3.,508702 .,Тормозной (рзд),   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"102) участок 48-101 ""ПОСТ 152 КМ - ПОСТ 154 КМ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пост 152 км,до ст. Пост 154 км,,,,,,,,,,,
  1.,505032 .,Пост 152 км,   0  км ,   2  км ,,,,,,,,,,,
  2.,505028 .,Пост 154 км,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"103) участок 48-102 ""ПУТЕПРОВОД - ХАНЖЕНКОВО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Путепровод,до ст. Ханженково,,,,,,,,,,,
  1.,488301 .,Путепровод,   0  км ,   7  км ,,,,,,,,,,,
  2.,488000 .,Ханженково,   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"104) участок 48-103 ""КРАСНЫЙ ЛУЧ - БЛОК-ПОСТ 16 КМ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Красный Луч,до ст. Блок-пост 16 км,,,,,,,,,,,
  1.,502602 .,Красный Луч,   0  км ,   2  км ,,,,,,,,,,,
  2.,502655 .,Блок-пост 16 км,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
РАССТОЯНИЯ ДО ГОСУДАРСТВЕННОЙ ГРАНИЦЫ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
№ п/п,Коды,Станции,Расстояние,,,,,,,,,,,,
  1.,508900 .,Граковка (эксп.),   4  км ,,,,,,,,,,,,
  2.,487205 .,Квашино (эксп.),   8  км ,,,,,,,,,,,,
  3.,500700 .,Красная Могила (эксп.),   9  км ,,,,,,,,,,,,
  4.,485303 .,Мариуполь-Порт (перев.),   0  км ,,,,,,,,,,,,
  5.,484902 .,Мариуполь-Порт (эксп.),   0  км ,,,,,,,,,,,,
  6.,499407 .,Новозолотаревка (эксп.),   0  км ,,,,,,,,,,,,
  7.,507409 .,Ольховая (эксп.),  11  км ,,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
