Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Приволжской ж.д. (код дороги 61),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 61-001 ""БЛАГОДАТКА (Юго-Восточной ж.д.) - АТКАРСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Благодатка,до ст. Аткарск,,,,,,,,,,,
  7.,623949 .,Казаковка,  37  км ,  90  км ,,,,,,,,,,,
  8.,623830 .,Сухой Карабулак,  49  км ,  78  км ,,,,,,,,,,,
  9.,623845 .,ОП Новоалексеевка,  56  км ,  71  км ,,,,,,,,,,,
 10.,623826 .,Елховка,  63  км ,  64  км ,,,,,,,,,,,
 11.,623811 .,Доброволец (рзд),  73  км ,  54  км ,,,,,,,,,,,
 12.,623853 .,ОП Ост. Пункт 246 км,  77  км ,  50  км ,,,,,,,,,,,
 13.,623864 .,ОП Славянка,  81  км ,  46  км ,,,,,,,,,,,
 14.,623807 .,Тарханы,  85  км ,  42  км ,,,,,,,,,,,
 15.,623883 .,ОП Дачный,  88  км ,  39  км ,,,,,,,,,,,
 16.,623756 .,ОП Горизонт-3,  89  км ,  38  км ,,,,,,,,,,,
 17.,623760 .,ОП Тембр,  90  км ,  37  км ,,,,,,,,,,,
 18.,623741 .,ОП Ост. Пункт 37 км,  91  км ,  36  км ,,,,,,,,,,,
 19.,623775 .,ОП Тепловозник,  93  км ,  34  км ,,,,,,,,,,,
 20.,623787 .,ОП Бытовик,  94  км ,  33  км ,,,,,,,,,,,
 21.,623737 .,ОП Вязовка,  95  км ,  32  км ,,,,,,,,,,,
 22.,621445 .,ОП Кузьминки,  96  км ,  31  км ,,,,,,,,,,,
 23.,623879 .,ОП Аэропорт Гагарин ,  98  км ,  29  км ,,,,,,,,,,,
 24.,623690 .,ОП Бакор,  99  км ,  28  км ,,,,,,,,,,,
 25.,623722 .,ОП Первая Расловка, 100  км ,  27  км ,,,,,,,,,,,
 26.,623718 .,Липовский (рзд), 105  км ,  22  км ,,,,,,,,,,,
 27.,623794 .,ОП Иволга, 107  км ,  20  км ,,,,,,,,,,,
 28.,620180 .,ОП СНТ Тополёк, 110  км ,  17  км ,,,,,,,,,,,
