Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Одесской ж.д. (код дороги 40),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 40-001 ""СЕРПНЕВО I - АРЦЫЗ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Серпнево I,до ст. Арцыз,,,,,,,,,,,
  3.,408608 .,Болград (эксп. на Гречены),   8  км ,,,,,,,,,,,,
  4.,403604 .,Болград (эксп. на РЗД 208 км),   4  км ,,,,,,,,,,,,
  5.,418101 .,Жовтневая (эксп.),   0  км ,,,,,,,,,,,,
  6.,404607 .,Измаил (эксп.),  12  км ,,,,,,,,,,,,
  7.,424507 .,Ксениево (эксп.),   0  км ,,,,,,,,,,,,
  8.,401204 .,Кулиндорово (эксп.),   0  км ,,,,,,,,,,,,
  9.,415705 .,Кучурган (эксп. на Ливаду),   2  км ,,,,,,,,,,,,
 10.,415809 .,Кучурган (эксп. на Новосавицкую),   2  км ,,,,,,,,,,,,
 11.,415300 .,Николаев-Грузовой (перев. эксп. речной),   0  км ,,,,,,,,,,,,
 12.,415601 .,Николаев-Грузовой (эксп.),   0  км ,,,,,,,,,,,,
 13.,404109 .,Одесса-Застава I (эксп.),   0  км ,,,,,,,,,,,,
 14.,419800 .,Одесса-Лиски (эксп.),   0  км ,,,,,,,,,,,,
 15.,400700 .,Одесса-Пересыпь (эксп.),   0  км ,,,,,,,,,,,,
 16.,400409 .,Одесса-Порт (эксп.),   0  км ,,,,,,,,,,,,
 17.,410805 .,Одесса-Товарная (эксп.),   0  км ,,,,,,,,,,,,
 18.,415508 .,Ост. Пункт 121 км (эксп.),   4  км ,,,,,,,,,,,,
 19.,419208 .,Паромная (прочий эксп. Турция),   0  км ,,,,,,,,,,,,
 20.,419706 .,Паромная (прочий эксп.),   0  км ,,,,,,,,,,,,
 21.,402601 .,Паромная (эксп. БДЖ),   6  км ,,,,,,,,,,,,
 22.,402207 .,Паромная (эксп. Батуми),   6  км ,,,,,,,,,,,,
 23.,404005 .,Паромная (эксп. Поти),   6  км ,,,,,,,,,,,,
 24.,402705 .,Паромная (эксп. Рыбный Порт),   0  км ,,,,,,,,,,,,
 25.,401806 .,Паромная (эксп. Турция),   0  км ,,,,,,,,,,,,
 26.,423909 .,Петросталь ОП (эксп.),   1  км ,,,,,,,,,,,,
 27.,418309 .,Прибугская (эксп.),   0  км ,,,,,,,,,,,,
 28.,415902 .,Раздельная I (эксп.),   0  км ,,,,,,,,,,,,
 29.,404804 .,Рени (налив.),   0  км ,,,,,,,,,,,,
 30.,404908 .,"Рени (порт, эксп.)",   3  км ,,,,,,,,,,,,
 31.,403407 .,Рени (эксп. ЧФР),   4  км ,,,,,,,,,,,,
 32.,403500 .,Рени (эксп.),   4  км ,,,,,,,,,,,,
 33.,418205 .,Слободка (эксп.),  16  км ,,,,,,,,,,,,
 34.,406208 .,Фрикацей (эксп.),   9  км ,,,,,,,,,,,,
 35.,418506 .,Херсон (эксп.),   0  км ,,,,,,,,,,,,
 36.,418604 .,Херсон (эксп.мор.),   0  км ,,,,,,,,,,,,
 37.,418402 .,"Херсон-Порт (перев., эксп. речной)",   0  км ,,,,,,,,,,,,
 38.,418008 .,Херсон-Порт (эксп.),   0  км ,,,,,,,,,,,,
 39.,402103 .,Черноморск-Порт (эксп.),   0  км ,,,,,,,,,,,,
 40.,424403 .,Черноморская ( для ОПЗ),  24  км ,,,,,,,,,,,,
 41.,400108 .,Черноморская ( для ТИС),  29  км ,,,,,,,,,,,,
 42.,424600 .,Черноморская (эксп. для ОПЗ),  24  км ,,,,,,,,,,,,
 43.,403002 .,Черноморская (эксп. для ТИС),  29  км ,,,,,,,,,,,,
 44.,415404 .,Шабо (эксп.),   0  км ,,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
