Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Свердловской ж.д. (код дороги 76),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 76-001 ""ЧЕПЦА - ПЕРМЬ-СОРТИРОВОЧНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чепца,до ст. Пермь-Сортировочная,,,,,,,,,,,
  1.,790408 .,Войновка,   0  км , 415  км ,,,,,,,,,,,
  2.,790501 .,Озеро-Андреевское,   9  км , 406  км ,,,,,,,,,,,
  3.,790605 .,Винзили,  18  км , 397  км ,,,,,,,,,,,
  4.,790611 .,ОП Ольховое,  22  км , 393  км ,,,,,,,,,,,
  5.,790709 .,Богандинская,  29  км , 386  км ,,,,,,,,,,,
  6.,790713 .,ОП Красная Горка,  35  км , 380  км ,,,,,,,,,,,
  7.,790728 .,ОП Тугарский,  37  км , 378  км ,,,,,,,,,,,
  8.,790732 .,ОП Беркутский,  46  км , 369  км ,,,,,,,,,,,
  9.,790747 .,ОП Ост. Пункт 2197 км,  50  км , 365  км ,,,,,,,,,,,
 10.,790751 .,ОП Кавдык,  57  км , 358  км ,,,,,,,,,,,
 11.,790802 .,Ялуторовск,  66  км , 349  км ,,,,,,,,,,,
 12.,790817 .,Имбиряй (бп),  70  км , 345  км ,,,,,,,,,,,
 13.,790821 .,ОП Криволукский,  79  км , 336  км ,,,,,,,,,,,
 14.,790906 .,Заводоуковская,  89  км , 326  км ,,,,,,,,,,,
 15.,790910 .,ОП Речной,  96  км , 319  км ,,,,,,,,,,,
 16.,790925 .,ОП Уково,  99  км , 316  км ,,,,,,,,,,,
 17.,791006 .,Новая Заимка, 111  км , 304  км ,,,,,,,,,,,
 18.,791010 .,ОП Береговая, 115  км , 300  км ,,,,,,,,,,,
 19.,791025 .,ОП Ольховский, 123  км , 292  км ,,,,,,,,,,,
 20.,791036 .,Вагай, 136  км , 279  км ,,,,,,,,,,,
 21.,791114 .,ОП Ост. Пункт 2291 км, 144  км , 271  км ,,,,,,,,,,,
 22.,791129 .,ОП Ост. Пункт 2296 км, 149  км , 266  км ,,,,,,,,,,,
 23.,791203 .,Омутинская, 159  км , 256  км ,,,,,,,,,,,
 24.,791218 .,ОП Кошелевский, 167  км , 248  км ,,,,,,,,,,,
 25.,791222 .,ОП Ост. Пункт 2319 км, 172  км , 243  км ,,,,,,,,,,,
 26.,791330 .,Ламенская, 179  км , 236  км ,,,,,,,,,,,
